PostalCode,total_policies,claims_count,freq,mean_margin
4400,382,0,0.0,34.34146699822506
172,380,0,0.0,50.87300338016074
4144,378,1,0.0026455026455026454,47.90001253132801
44,374,1,0.00267379679144385,-18.893415134315727
198,372,6,0.016129032258064516,-478.17974484424775
465,372,0,0.0,73.7788780418785
727,372,1,0.002688172043010753,88.8561454442553
475,370,1,0.002702702702702703,50.3064171916274
399,370,0,0.0,36.14576647700316
6231,369,0,0.0,67.51643986320786
530,367,1,0.0027247956403269754,44.90301281131966
5600,365,0,0.0,78.17013149754617
5180,363,0,0.0,70.31425219941315
2740,362,0,0.0,15.772796832349936
1963,361,0,0.0,3.3732269038246456
9306,360,1,0.002777777777777778,47.84286306042865
151,360,0,0.0,25.09191081871336
7600,356,0,0.0,78.23895557918863
7,356,0,0.0,33.586493580816665
1024,350,2,0.005714285714285714,-148.82409273182986
608,349,1,0.0028653295128939827,77.176392522576
1867,346,0,0.0,30.48466281310197
5170,344,0,0.0,65.40748829007042
812,343,0,0.0,94.30727501150794
35,343,0,0.0,62.222391182036475
7437,340,0,0.0,104.15440144478784
2066,338,2,0.005917159763313609,-41.472168677982374
5050,337,2,0.005934718100890208,-561.3310154330729
6500,336,1,0.002976190476190476,111.94623871506697
2193,336,0,0.0,37.70354819340001
277,331,3,0.00906344410876133,-49.0447741661925
187,330,0,0.0,82.83056618819751
609,329,0,0.0,38.761075827867266
4070,324,1,0.0030864197530864196,79.07895094216985
4491,324,1,0.0030864197530864196,44.91321739608854
7000,321,1,0.003115264797507788,14.390406273194724
485,320,0,0.0,26.0746082785087
1000,320,0,0.0,45.51232456140328
4058,320,3,0.009375,-509.31203795274405
6001,316,0,0.0,47.54735481900939
4111,316,0,0.0,60.57836692205181
920,314,2,0.006369426751592357,-174.9657852832722
1980,312,0,0.0,8.84428115159689
5185,312,0,0.0,5.871691126855567
4691,312,0,0.0,122.81220001124574
64,310,2,0.0064516129032258064,43.63923712507028
1540,310,2,0.0064516129032258064,-126.13367879919204
4399,309,0,0.0,95.4271676744448
473,307,0,0.0,77.13525254899325
510,306,2,0.006535947712418301,35.924782421740254
5608,306,0,0.0,39.81765594356946
8345,306,0,0.0,70.83119223712843
7500,305,0,0.0,74.9424266748306
1421,303,0,0.0,46.585219463675315
1743,300,0,0.0,88.34173783625695
5209,299,0,0.0,109.95496904887598
4401,297,1,0.003367003367003367,-5.49162739448853
8149,297,0,0.0,0.0
8190,297,0,0.0,13.171905339949157
2007,297,0,0.0,45.48343568680533
9325,297,0,0.0,71.77225677830903
1570,296,0,0.0,23.50534668879398
3105,292,0,0.0,117.78340242730076
1834,292,3,0.010273972602739725,-279.687067217868
4087,291,2,0.006872852233676976,-44.083748698780205
7700,291,4,0.013745704467353952,-155.53687937437763
8575,290,1,0.0034482758620689655,56.904447919715615
1448,290,0,0.0,60.2115903538042
2534,290,0,0.0,38.899938761670406
6570,288,0,0.0,0.0
4132,288,2,0.006944444444444444,7.479473487706558
1841,287,1,0.003484320557491289,77.1168414939786
3815,287,2,0.006968641114982578,-29.57191917638321
7620,284,0,0.0,91.37485616585731
2189,280,0,0.0,32.594634085212974
7406,279,0,0.0,38.39716720115688
3969,278,1,0.0035971223021582736,83.32890674557096
9431,277,0,0.0,64.23722524256343
192,274,0,0.0,0.0
4260,274,0,0.0,55.654747418271846
1742,274,0,0.0,63.66654693302577
2754,270,0,0.0,23.806527479091823
476,270,2,0.007407407407407408,27.591339506172584
1133,270,0,0.0,63.98985289148771
5040,269,0,0.0,77.38206874763735
1824,268,1,0.0037313432835820895,37.5758784494334
7540,267,0,0.0,39.88983286313696
153,264,1,0.003787878787878788,-144.3406943115365
3865,264,0,0.0,42.051008771929666
7579,264,0,0.0,65.35151530157235
2351,264,3,0.011363636363636364,-159.71476602827988
2420,263,0,0.0,32.4600018010804
2868,262,0,0.0,95.35322298350806
7751,261,3,0.011494252873563218,-346.5612547730098
4930,256,0,0.0,77.08908506944407
1548,255,2,0.00784313725490196,-54.4282509959278
1805,255,2,0.00784313725490196,-611.0583875617258
5670,253,1,0.003952569169960474,97.62991080435971
1098,253,0,0.0,79.32760665002381
1860,252,0,0.0,31.16639733293798
220,250,0,0.0,60.11560807017526
143,250,0,0.0,11.760182795698851
3629,248,1,0.004032258064516129,144.57241511035608
6139,246,0,0.0,72.96606132759095
292,243,0,0.0,66.25651106981105
1745,242,0,0.0,49.800326228794916
8240,242,1,0.004132231404958678,31.077767253878122
3660,241,0,0.0,127.82904356846421
1821,241,0,0.0,105.76559062292297
365,240,2,0.008333333333333333,31.07908810916125
3270,240,0,0.0,57.4771470760232
1424,240,1,0.004166666666666667,89.15285443784147
736,240,0,0.0,38.439815930956215
7532,240,0,0.0,57.559377192982154
631,239,2,0.008368200836820083,-174.8686792548253
7798,233,0,0.0,99.12038777200466
1003,232,0,0.0,30.950068058076077
5253,231,1,0.004329004329004329,105.74135418213139
1245,231,0,0.0,79.63025974025929
1948,230,0,0.0,111.27545405018475
3306,230,0,0.0,27.858033340714925
54,230,0,0.0,129.75462003887657
5320,229,0,0.0,121.50283716934224
3635,228,2,0.008771929824561403,-147.24836103416453
1185,228,0,0.0,101.62051201858608
6848,225,0,0.0,49.75163516317649
3652,225,0,0.0,44.21203657791785
4730,224,0,0.0,70.10530303834143
5601,223,0,0.0,89.63154521145402
4008,222,2,0.009009009009009009,-362.9820645815614
2940,220,0,0.0,28.471337344001405
9870,220,0,0.0,80.4692917065386
8271,220,0,0.0,78.59114192004895
6708,219,0,0.0,42.650484633294674
2125,217,0,0.0,65.7810719671184
5660,217,2,0.009216589861751152,-27.195671162818908
4700,217,0,0.0,23.59719131161227
479,216,0,0.0,12.887873658533945
66,216,0,0.0,6.230737256073223
6840,216,0,0.0,0.0
5470,216,0,0.0,51.73103065147409
5920,216,0,0.0,82.60928849902506
467,216,1,0.004629629629629629,-86.53823505523094
495,216,0,0.0,0.0
7801,216,0,0.0,6.482325715972514
147,214,0,0.0,29.357871385578704
9762,212,0,0.0,41.754875321672884
1625,209,1,0.004784688995215311,113.61658952134106
2882,208,1,0.004807692307692308,57.20511558051437
942,208,0,0.0,111.11384352825267
1280,206,0,0.0,62.34755159312284
1928,206,0,0.0,115.02023328018045
2570,200,0,0.0,56.40350315789449
7133,198,2,0.010101010101010102,-522.6472496755905
3615,198,0,0.0,59.43469545074789
3276,196,0,0.0,74.20761891768578
1466,194,3,0.015463917525773196,84.73941671188243
2571,192,0,0.0,15.147692431262938
268,192,0,0.0,125.30696204135971
154,192,0,0.0,26.102203383893663
1454,192,1,0.005208333333333333,-99.7096458485626
264,188,0,0.0,109.62468863261415
5900,187,0,0.0,77.62795149638782
6059,187,0,0.0,42.458345968422755
4430,186,0,0.0,66.31214410600124
7806,185,0,0.0,88.43567909638945
1501,184,2,0.010869565217391304,-349.37330212306176
1837,182,0,0.0,117.35290762965079
101,181,0,0.0,101.96123824755225
1058,180,0,0.0,110.41524139051297
2095,180,0,0.0,92.26202732638004
1449,180,0,0.0,104.43825570871584
623,180,0,0.0,86.47551315789435
5130,180,0,0.0,100.25218827003246
2008,180,0,0.0,85.47704802283445
6280,180,0,0.0,95.82747377853204
4250,180,0,0.0,124.67743859649086
3920,179,0,0.0,100.36700907070309
5140,178,0,0.0,117.14954516478723
1630,178,0,0.0,-0.6174583227732415
7626,173,0,0.0,0.7605719501064797
1930,173,0,0.0,35.83727056079492
1740,172,1,0.005813953488372093,81.35241997999462
1725,172,0,0.0,65.28770271844263
3242,171,0,0.0,0.0
950,171,0,0.0,112.80370883348678
3297,170,0,0.0,140.16207205632648
2063,168,1,0.005952380952380952,-71.57501143820606
1851,168,0,0.0,56.687005012531145
9730,165,0,0.0,66.54136479394924
1571,164,0,0.0,32.09173481993716
362,163,0,0.0,67.15344599872897
193,162,1,0.006172839506172839,99.83716977113534
17,160,0,0.0,107.64967982456105
2574,160,1,0.00625,88.16531094368942
2507,160,0,0.0,24.304425438596336
310,160,0,0.0,60.2305614035086
6836,160,1,0.00625,-331.3174605263162
1781,160,0,0.0,59.890066107809616
1457,160,0,0.0,72.67677679329321
181,158,4,0.02531645569620253,-204.81802112211952
6140,158,1,0.006329113924050633,71.18160847965116
118,156,0,0.0,95.51293787517088
1801,154,0,0.0,58.35772375337677
9499,154,1,0.006493506493506494,9.65121667805831
3600,154,0,0.0,133.86406641603975
6390,153,0,0.0,101.94780644421478
7690,152,0,0.0,123.0662082998239
2840,151,2,0.013245033112582781,31.196102009991602
7310,151,0,0.0,55.17939301897108
6201,150,0,0.0,115.2613380116955
2017,150,0,0.0,0.0
1519,150,0,0.0,0.0
3974,150,0,0.0,60.046321286549464
5120,148,0,0.0,78.94157761311484
3107,144,0,0.0,107.9356944444441
4275,144,0,0.0,130.00113021128053
3217,144,0,0.0,78.67704602774069
3300,144,0,0.0,0.0
6875,144,0,0.0,82.7018603801167
970,144,0,0.0,43.795438596490996
2195,143,0,0.0,39.87664519690816
1620,140,0,0.0,6.927495755517764
5321,140,0,0.0,99.32607223415647
486,140,0,0.0,99.02895739348335
2062,140,1,0.007142857142857143,-30.057449349179958
2619,136,0,0.0,72.62652297846093
3609,136,1,0.007352941176470588,-236.60329879490016
1819,135,0,0.0,129.21561078622446
31,135,3,0.022222222222222223,-351.96267056530303
456,135,1,0.007407407407407408,-116.58152609720285
5252,134,0,0.0,106.88643036635858
7456,133,0,0.0,0.3297717979158421
4062,132,0,0.0,64.6046544612791
4182,132,0,0.0,62.36490241978342
628,132,0,0.0,88.89055821371572
945,132,1,0.007575757575757576,-405.13201222753867
7525,132,0,0.0,82.16338698387328
3150,132,0,0.0,0.0
745,132,0,0.0,55.21116427432173
414,132,0,0.0,88.9404226475274
3837,132,0,0.0,0.0
9756,132,1,0.007575757575757576,-1125.351747397573
5380,132,1,0.007575757575757576,59.31662293563775
